Product URL,Product Name,Product Price,Rating,Number of reviews,Manufacturer,ASIN
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyMzgyNzc1MjE0NDA0MDYzOjE3MDk1MzY2MDE6c3BfbXRmOjMwMDEzMzU2MTc5NTAzMjo6MDo6&url=%2FGenie-Miami-litres-Casual-Backpack%2Fdp%2FB07SRGGGNC%2Fref%3Dsr_1_11%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.0GGB9r1MkwPxRE2Q4M2dxzW6oncZ9MDtC66TZKy4pw_Jdw5PpfBE4YOjluTI7k634JNfMoMOguDaglopiKIFeKzAktmye7-V5FCJfYOV4Tj6lO6TZzQaSrv6dgcqBpmg4DuDPJViLD718UqZRvtZf-3PsSeKxS2XAsuFTDQ-4lJHAdSu6GcfogH089cdN9707ujFzuUZiOfBvZ_KhMxe1pEuqLK9gnZwYp59AGUSYjI.VjF1qrg0-ActcJ2qcK01XCB16gZIY-gJLvZN2qixKeY%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1709536601%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Genie Miami Backpacks for Women, 14 inch, Stylish and Trendy Casual College Backpacks for Girls, Water Resistant and Lightweight Bag for Office and Travelling  ",₹649,4.2 out of 5 stars,"4,630","Safari, Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in",B07SRGGGNC
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyMzgyNzc1MjE0NDA0MDYzOjE3MDk1MzY2MDE6c3BfbXRmOjMwMDEzMzU2MTc5NTIzMjo6MDo6&url=%2FGenie-Flamenco2-Backpack-Compatible-Resistant%2Fdp%2FB08YF1XJXY%2Fref%3Dsr_1_12%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.0GGB9r1MkwPxRE2Q4M2dxzW6oncZ9MDtC66TZKy4pw_Jdw5PpfBE4YOjluTI7k634JNfMoMOguDaglopiKIFeKzAktmye7-V5FCJfYOV4Tj6lO6TZzQaSrv6dgcqBpmg4DuDPJViLD718UqZRvtZf-3PsSeKxS2XAsuFTDQ-4lJHAdSu6GcfogH089cdN9707ujFzuUZiOfBvZ_KhMxe1pEuqLK9gnZwYp59AGUSYjI.VjF1qrg0-ActcJ2qcK01XCB16gZIY-gJLvZN2qixKeY%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1709536601%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Genie Flamenco Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College  ",₹749,4.4 out of 5 stars,"1,214","Safari, Safari Industries(India)Ltd.,302-303,A-Wing,The Qube CTS no-1498,A/2,MV road,Marol, Andheri(E), Mumbai-400059, Maharashtra. Phone Number +919819547085, Email Id : customercare@safari.in",B08YF1XJXY
https://www.amazon.in//Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PN8L4/ref=sr_1_13?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.0GGB9r1MkwPxRE2Q4M2dxzW6oncZ9MDtC66TZKy4pw_Jdw5PpfBE4YOjluTI7k634JNfMoMOguDaglopiKIFeKzAktmye7-V5FCJfYOV4Tj6lO6TZzQaSrv6dgcqBpmg4DuDPJViLD718UqZRvtZf-3PsSeKxS2XAsuFTDQ-4lJHAdSu6GcfogH089cdN9707ujFzuUZiOfBvZ_KhMxe1pEuqLK9gnZwYp59AGUSYjI.VjF1qrg0-ActcJ2qcK01XCB16gZIY-gJLvZN2qixKeY&dib_tag=se&keywords=bags&qid=1709536601&sprefix=ba%2Caps%2C283&sr=8-13,"Presto! Garbage Bags, Medium - (19 x 21 inches) - 30 bags/roll, 180 count (Pack of 6, Black)  ",₹329,4.4 out of 5 stars,"39,533","Narendar Plastics Pvt.Ltd, Narendar Plastics Pvt.Ltd , Survey no.436/1&2, Village Dabhel,Daman-396210(U.T.) Ph no :+91-22-26852500",B0821PN8L4
https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_14?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.0GGB9r1MkwPxRE2Q4M2dxzW6oncZ9MDtC66TZKy4pw_Jdw5PpfBE4YOjluTI7k634JNfMoMOguDaglopiKIFeKzAktmye7-V5FCJfYOV4Tj6lO6TZzQaSrv6dgcqBpmg4DuDPJViLD718UqZRvtZf-3PsSeKxS2XAsuFTDQ-4lJHAdSu6GcfogH089cdN9707ujFzuUZiOfBvZ_KhMxe1pEuqLK9gnZwYp59AGUSYjI.VjF1qrg0-ActcJ2qcK01XCB16gZIY-gJLvZN2qixKeY&dib_tag=se&keywords=bags&qid=1709536601&sprefix=ba%2Caps%2C283&sr=8-14,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack  ,₹398,4.3 out of 5 stars,"14,345","Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039",B07K8KLB3P
https://www.amazon.in//Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_15?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.0GGB9r1MkwPxRE2Q4M2dxzW6oncZ9MDtC66TZKy4pw_Jdw5PpfBE4YOjluTI7k634JNfMoMOguDaglopiKIFeKzAktmye7-V5FCJfYOV4Tj6lO6TZzQaSrv6dgcqBpmg4DuDPJViLD718UqZRvtZf-3PsSeKxS2XAsuFTDQ-4lJHAdSu6GcfogH089cdN9707ujFzuUZiOfBvZ_KhMxe1pEuqLK9gnZwYp59AGUSYjI.VjF1qrg0-ActcJ2qcK01XCB16gZIY-gJLvZN2qixKeY&dib_tag=se&keywords=bags&qid=1709536601&sprefix=ba%2Caps%2C283&sr=8-15,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack  ,₹399,4.3 out of 5 stars,"14,345","Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039",B07NJRPJ6Q
https://www.amazon.in//Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_16?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.0GGB9r1MkwPxRE2Q4M2dxzW6oncZ9MDtC66TZKy4pw_Jdw5PpfBE4YOjluTI7k634JNfMoMOguDaglopiKIFeKzAktmye7-V5FCJfYOV4Tj6lO6TZzQaSrv6dgcqBpmg4DuDPJViLD718UqZRvtZf-3PsSeKxS2XAsuFTDQ-4lJHAdSu6GcfogH089cdN9707ujFzuUZiOfBvZ_KhMxe1pEuqLK9gnZwYp59AGUSYjI.VjF1qrg0-ActcJ2qcK01XCB16gZIY-gJLvZN2qixKeY&dib_tag=se&keywords=bags&qid=1709536601&sprefix=ba%2Caps%2C283&sr=8-16,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover  ,₹849,3.9 out of 5 stars,"5,197","Amazing Bags, Half moon New Delhi",B0BJ32LQ6X
https://www.amazon.in//ADISA-BP010-Weight-Casual-Backpack/dp/B07MXL986B/ref=sr_1_17?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.0GGB9r1MkwPxRE2Q4M2dxzW6oncZ9MDtC66TZKy4pw_Jdw5PpfBE4YOjluTI7k634JNfMoMOguDaglopiKIFeKzAktmye7-V5FCJfYOV4Tj6lO6TZzQaSrv6dgcqBpmg4DuDPJViLD718UqZRvtZf-3PsSeKxS2XAsuFTDQ-4lJHAdSu6GcfogH089cdN9707ujFzuUZiOfBvZ_KhMxe1pEuqLK9gnZwYp59AGUSYjI.VjF1qrg0-ActcJ2qcK01XCB16gZIY-gJLvZN2qixKeY&dib_tag=se&keywords=bags&qid=1709536601&sprefix=ba%2Caps%2C283&sr=8-17,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women  ,₹499,3.9 out of 5 stars,"4,642","ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com",B07MXL986B
https://www.amazon.in//Half-Moon-Laptop-Bag-Compartment/dp/B0C1NZLF67/ref=sr_1_18?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.0GGB9r1MkwPxRE2Q4M2dxzW6oncZ9MDtC66TZKy4pw_Jdw5PpfBE4YOjluTI7k634JNfMoMOguDaglopiKIFeKzAktmye7-V5FCJfYOV4Tj6lO6TZzQaSrv6dgcqBpmg4DuDPJViLD718UqZRvtZf-3PsSeKxS2XAsuFTDQ-4lJHAdSu6GcfogH089cdN9707ujFzuUZiOfBvZ_KhMxe1pEuqLK9gnZwYp59AGUSYjI.VjF1qrg0-ActcJ2qcK01XCB16gZIY-gJLvZN2qixKeY&dib_tag=se&keywords=bags&qid=1709536601&sprefix=ba%2Caps%2C283&sr=8-18,Half Moon Valex Unisex School Bag/ 15.6 inch Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment  ,₹650,3.9 out of 5 stars,343,Half_Moon,B0C1NZLF67
https://www.amazon.in//Business-Shoulder-Leather-Material-Resistant/dp/B07MH9SJS1/ref=sr_1_19?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.0GGB9r1MkwPxRE2Q4M2dxzW6oncZ9MDtC66TZKy4pw_Jdw5PpfBE4YOjluTI7k634JNfMoMOguDaglopiKIFeKzAktmye7-V5FCJfYOV4Tj6lO6TZzQaSrv6dgcqBpmg4DuDPJViLD718UqZRvtZf-3PsSeKxS2XAsuFTDQ-4lJHAdSu6GcfogH089cdN9707ujFzuUZiOfBvZ_KhMxe1pEuqLK9gnZwYp59AGUSYjI.VjF1qrg0-ActcJ2qcK01XCB16gZIY-gJLvZN2qixKeY&dib_tag=se&keywords=bags&qid=1709536601&sprefix=ba%2Caps%2C283&sr=8-19,"ZOUK Vegan Leather Women's Office Bag for 15.6 inch Laptop, MacBook  ","₹1,449",4.3 out of 5 stars,150,"Zouk, Sea Turtle Pvt Ltd, Near Kalher Village, Building No 1-6/H No 196/Gala No 1-5, 1st Floor, Shree Arihant Complex, Bhiwandi Road, Kopar, Bhiwandi, Thane, Maharashtra - 421302",B07MH9SJS1
https://www.amazon.in//Murano-Casual-daybackpack-Office-College/dp/B0BX9GLFD6/ref=sr_1_20?crid=2M096C61O4MLT&dib=eyJ2IjoiMSJ9.0GGB9r1MkwPxRE2Q4M2dxzW6oncZ9MDtC66TZKy4pw_Jdw5PpfBE4YOjluTI7k634JNfMoMOguDaglopiKIFeKzAktmye7-V5FCJfYOV4Tj6lO6TZzQaSrv6dgcqBpmg4DuDPJViLD718UqZRvtZf-3PsSeKxS2XAsuFTDQ-4lJHAdSu6GcfogH089cdN9707ujFzuUZiOfBvZ_KhMxe1pEuqLK9gnZwYp59AGUSYjI.VjF1qrg0-ActcJ2qcK01XCB16gZIY-gJLvZN2qixKeY&dib_tag=se&keywords=bags&qid=1709536601&sprefix=ba%2Caps%2C283&sr=8-20,Murano Louis 10ltr Small Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Dark grey)  ,₹189,3.7 out of 5 stars,389,Avon Lifestyle Pvt Ltd,B0BX9GLFD6
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToyMzgyNzc1MjE0NDA0MDYzOjE3MDk1MzY2MDE6c3BfYnRmOjIwMDQ5MDk5ODk1MDA4OjowOjo&url=%2FLunars-Comet-Resistant-Casual-Backpack%2Fdp%2FB07WNFN1XS%2Fref%3Dsr_1_21%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.0GGB9r1MkwPxRE2Q4M2dxzW6oncZ9MDtC66TZKy4pw_Jdw5PpfBE4YOjluTI7k634JNfMoMOguDaglopiKIFeKzAktmye7-V5FCJfYOV4Tj6lO6TZzQaSrv6dgcqBpmg4DuDPJViLD718UqZRvtZf-3PsSeKxS2XAsuFTDQ-4lJHAdSu6GcfogH089cdN9707ujFzuUZiOfBvZ_KhMxe1pEuqLK9gnZwYp59AGUSYjI.VjF1qrg0-ActcJ2qcK01XCB16gZIY-gJLvZN2qixKeY%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1709536601%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty  ,₹781,4.0 out of 5 stars,"14,230","Lunar's, Akshaya Rubbers, Hebbal Industrial Area, Mysore",B07WNFN1XS
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0MzU3NjI1NTUzNzQwNjM6MTcwOTUzNjYxMTpzcF9hdGZfbmV4dDoyMDA5NDkwOTU5ODM5ODo6MDo6&url=%2FLunars-Comet-4-Resistant-Casual-Backpack%2Fdp%2FB083FZHDQJ%2Fref%3Dsr_1_33%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.0KlqTCzIT_LVpqxQ_4NDBPzy4l-QoUfBy9oQfPIjtFt7wDn2AP47ijgTeXkjiT1tMroJ4f9VAKqW5VsIjV_0qUova1Ip3jy8KnlJ3F5BPjalc9pgjKkpzY4EyXUUfu8eqxMg0zec-oJl7E8dhaT2G57op4dMxaTyxL8mmPGl5oLIRtvOfZtnziLV9qco0H2Ji474PrMEEQm_qEoT7NgxdXF7AfvBFnSzPdxI9wcu99g.rBU4hOXQ2dmvcXK-GXggAt7CpfRGCe8KdWjSEc5Cnpo%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1709536611%26sprefix%3Dba%252Caps%252C283%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty  ,₹781,4.0 out of 5 stars,"14,230","Lunar's, Akshaya Rubbers, Hebbal Industrial Area, Mysore",B083FZHDQJ
https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo0MzU3NjI1NTUzNzQwNjM6MTcwOTUzNjYxMTpzcF9hdGZfbmV4dDoyMDA0OTA5OTg5MzkwODo6MDo6&url=%2FLunars-Travel-Laptop-Bag-compartments%2Fdp%2FB08NHH8Q5X%2Fref%3Dsr_1_34%3Fcrid%3D2M096C61O4MLT%26dib%3DeyJ2IjoiMSJ9.0KlqTCzIT_LVpqxQ_4NDBPzy4l-QoUfBy9oQfPIjtFt7wDn2AP47ijgTeXkjiT1tMroJ4f9VAKqW5VsIjV_0qUova1Ip3jy8KnlJ3F5BPjalc9pgjKkpzY4EyXUUfu8eqxMg0zec-oJl7E8dhaT2G57op4dMxaTyxL8mmPGl5oLIRtvOfZtnziLV9qco0H2Ji474PrMEEQm_qEoT7NgxdXF7AfvBFnSzPdxI9wcu99g.rBU4hOXQ2dmvcXK-GXggAt7CpfRGCe8KdWjSEc5Cnpo%26dib_tag%3Dse%26keywords%3Dbags%26qid%3D1709536611%26sprefix%3Dba%252Caps%252C283%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"Lunar's Unisex 50L Water Resistant Office/Travel/Business Laptop Backpack, Bag for up to 17.3 inch Laptop/MacBook with rain Cover and 2 Large compartments  ","₹1,103",4.0 out of 5 stars,"2,915","Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998",B08NHH8Q5X
